text,source_doc,expected,actual,score
gourmet,Fresh vegetables,Restaurants and catering,0.6368532704605863
cheese feta large pail dairy,Dairy products and eggs,Dairy products and eggs,0.745130840631066
sharp ched cheese stick oz retail cooler,Dairy products and eggs,Fresh cut rose ,0.6331651589971979
max hse french roast,Beverages,Fresh cut rose ,0.4496460437771567
bell evans chickens fresh poultry,Meat and poultry products,Meat and poultry products,0.7524805543556898
mango drink,Beverages,Frozen fruit,0.7267988451430477
oz deli lid hd,Domestic kitchenware and kitchen supplies,Frozen fruit,0.5075840505826599
sd o matic cig mach tobacco cigars,Tobacco and smoking products and substitutes,Tobacco and smoking products and substitutes,0.553635835070722
french beans fresh produce,Fresh vegetables,Fresh vegetables,0.8415741994653646
smoked flake sea salt salts spices,Seasonings and preservatives,Dried vegetables,0.7403943784756286
brown sugar cubes specialty,Chocolate and sugars and sweeteners and confectionary products,Frozen organic fruit,0.7136641395576052
reeses pb mini cup w pcs,Chocolate and sugars and sweeteners and confectionary products,Nuts and seeds,0.42506273370727765
classico vodka sauce,Seasonings and preservatives,Canned or jarred fruit,0.5934633270745763
chick peas garbanzo,Fresh vegetables,Canned or jarred vegetables,0.6222203840603517
charlies round,Chocolate and sugars and sweeteners and confectionary products,Fresh cut rose ,0.3679311934896188
macaroni salad dairy,Prepared and preserved foods,Frozen vegetables,0.7680154705362907
ob sugg sub super pro max auto misc,Compounds and mixtures,Target and table games and equipment,0.4270620106225401
powder whey edible,Compounds and mixtures,Dried organic fruit,0.709838163271629
napkin white signature,Paper products,Fresh cut floral bouquets,0.5941787667819457
beef tenderloins pc food service cooler,Meat and poultry products,Meat and poultry products,0.7228800414910687
half half dairy,Dairy products and eggs,Dairy products and eggs,0.6949116920863955
skt stb std box gum cough drops candy,Chocolate and sugars and sweeteners and confectionary products,Chocolate and sugars and sweeteners and confectionary products,0.47262257419914805
os juice cocktail,Beverages,Frozen fruit,0.581194566076652
cre c shampoo max db hbc,Personal care products,Non motorized cycles,0.29411362082514686
foodservice,Fresh vegetables,Food and beverage industries,0.5994906824884216
fresh turkey fresh poultry,Meat and poultry products,Fresh vegetables,0.8712788399264147
thai home curry paste green sauces curries,Seasonings and preservatives,Fresh vegetables,0.7174633161179967
pump filter diesel auto misc,Cleaning and janitorial supplies,Motor vehicles,0.6491036041420544
pan liners paper non food items,Paper products,Paper products,0.7129335794155468
tuna chunk light water,Seafood,Fresh vegetables,0.651714172821344
kelp noodles refrigerated,Prepared and preserved foods,Dried vegetables,0.7280445644715332
oolong tea teaware,Beverages,Beverages,0.40879852402330213
avocado firm ct,Fresh fruits,Fresh cut rose ,0.5374092965552537
coffeemate vanilla,Dairy products and eggs,Chocolate and sugars and sweeteners and confectionary products,0.49143908397070046
scotts hamburg pork,Meat and poultry products,Seafood,0.5389276721411093
wi swisher blk grape singles tobacco cigars,Tobacco and smoking products and substitutes,Tobacco and smoking products and substitutes,0.5767136719004535
roma cajun seasoning,Seasonings and preservatives,Seasonings and preservatives,0.5720643802251302
olives w sicilian herbs vegetables,Canned or jarred vegetables,Dried vegetables,0.8039756730825499
pepto bismol tablets hbc misc toys,Personal care products,Toys and games,0.3546294306712712
cups french fry large,Containers and storage,Frozen vegetables,0.646293765615295
fresh,Fresh fruits,Fresh vegetables,0.8718844038306913
anise seed,Nuts and seeds,Nuts and seeds,0.726103762720558
larabar cherry pie,Prepared and preserved foods,Pureed fruit,0.5885561233141351
italian parsley fresh produce,Seasonings and preservatives,Fresh vegetables,0.8288585019647835
gm raisin nut bran,Cereal and pulse products,Nuts and seeds,0.7137157766873446
clam juice case shellfish,Seafood,Fresh vegetables,0.6668928849239665
milk buttermilk,Dairy products and eggs,Dairy products and eggs,0.6926769033564668
canned water chestnut,Canned or jarred vegetables,Canned or jarred organic fruit,0.734150315088681
soft taco dinner kit grocery food items,Prepared and preserved foods,Bread and bakery products,0.7337424640089166
bacon indiana sausage,Meat and poultry products,Frozen vegetables,0.5775825269274264
pollack fillet skin fish,Seafood,Seafood,0.5856392927209731
rod reel mahi fillet,Seafood,Seafood,0.4313761985438238
karat custom print castle pines colors oz pet cold cup custom print,Containers and storage,Fresh cut blooms of high species or variety count flowers,0.6557477664515439
sd cope long cut wintergreen tobacco cigars,Tobacco and smoking products and substitutes,Tobacco and smoking products and substitutes,0.6919742321327943
backyard b sauce backyard blond,Seasonings and preservatives,Fresh vegetables,0.5731545308363499
spice caraway seeds shaker edible,Seeds and bulbs and seedlings and cuttings,Nuts and seeds,0.7604139525100607
bananas ot fruit,Fresh fruits,Dried fruit,0.8167512454290737
egg cs cage free,Dairy products and eggs,Dairy products and eggs,0.54689455117333
hc chicken marinara,Prepared and preserved foods,Canned or jarred vegetables,0.595473143639209
lm,Prepared and preserved foods,Lamps and lightbulbs and lamp components,0.2935269754649963
bags garbage clear strong non edible,Cleaning and janitorial supplies,Non edible animal products,0.7673297351884953
bread butter pickles ba,Bread and bakery products,Bread and bakery products,0.712869803314545
snapper snapper,Seafood,Seafood,0.4526827891670864
shrimp gulf blk skin shrimp,Seafood,Seafood,0.6687201426042885
carrots approx lb,Fresh vegetables,Dried vegetables,0.6133768374013532
carrots baby peeled cello lb bag bag,Fresh vegetables,Dried vegetables,0.6504147712487818
frozen donuts mini powdered,Prepared and preserved foods,Frozen fruit,0.7730630764324141
lb frozen turkeys turkey,Meat and poultry products,Frozen vegetables,0.7218892194782948
mc raspberry extract,Seasonings and preservatives,Dried fruit,0.6084936969986993
chunk white water,Seafood,Fresh cut rose ,0.6529659869640223
hazelnut milk original liquids beverages,Dairy products and eggs,Chocolate and sugars and sweeteners and confectionary products,0.7680769296306885
rosemary fresh,Seasonings and preservatives,Fresh vegetables,0.8051934058237308
butter chips foil wr,Dairy products and eggs,Nuts and seeds,0.5705079731377513
potatoe chips large oz,Prepared and preserved foods,Frozen organic fruit,0.5934894551704865
general tso chicken retail frozen food,Prepared and preserved foods,Frozen vegetables,0.7694549114110005
irish moss powder special order items,Beverages,Dried cut blooms of high species or variety count flowers,0.6541864236127615
rojo lb,Cereal and pulse products,Dried vegetables,0.3011526548435169
stb sub gum cough drops candy,Chocolate and sugars and sweeteners and confectionary products,Chocolate and sugars and sweeteners and confectionary products,0.5446256066336215
squash buttercup,Fresh vegetables,Pureed fruit,0.5323330499539554
cheddar hard salami retail cooler,Meat and poultry products,Fresh vegetables,0.6442044080569072
muffins double yogurt bakery,Bread and bakery products,Bread and bakery products,0.7808762037141312
pasta ravioli brd cheese ck frozen,Prepared and preserved foods,Frozen vegetables,0.7262212350089023
maryland crab soup canned goods,Seafood,Canned or jarred vegetables,0.7342729445797412
veal square cut chuck,Meat and poultry products,Fresh cut rose ,0.6414890020563424
ia camel snus frost large pch tobacco cigars,Tobacco and smoking products and substitutes,Tobacco and smoking products and substitutes,0.6474873402593059
gc basting brush,Domestic kitchenware and kitchen supplies,Grinding and polishing and smoothing materials,0.3905739649003626
yakisoba noodles chicken grocery food items,Prepared and preserved foods,Frozen vegetables,0.755483019349244
pork potsticker amoy groceries,Meat and poultry products,Canned or jarred vegetables,0.5265595708280495
margarita cocktail mix beverages,Beverages,Beverages,0.7459347840402215
tuna tuna,Seafood,Seafood,0.6751316080055355
oz mm white dome coffee lid cs,Domestic kitchenware and kitchen supplies,Fresh cut rose ,0.552813761278761
mussel meat frozen seafood,Seafood,Seafood,0.838585037810461
capers nonpareil imported,Prepared and preserved foods,Canned or jarred vegetables,0.506012230330028
red onion jumbo,Fresh vegetables,Dried vegetables,0.6575325392981498
mozzarella cheese loaf w m cheese,Dairy products and eggs,Bread and bakery products,0.6462941415771639
bf ribeye roll l heavys food service cooler,Meat and poultry products,Industrial food and beverage equipment,0.5464855032753985
chef knife paper non food items,Domestic kitchenware and kitchen supplies,Non edible animal products,0.7005916796984092
cheese qtrs dairy,Dairy products and eggs,Dairy products and eggs,0.6870825254908433
tuff gards bun pan rack cover bags,Domestic kitchenware and kitchen supplies,Bedclothes and table and kitchen linen and towels,0.5126203892852164
la frieda oz signature burger fresh beef cuts,Meat and poultry products,Fresh cut rose ,0.6672538370800419
dispenser roll cutter napkins dispensers,Domestic kitchenware and kitchen supplies,Bedclothes and table and kitchen linen and towels,0.5661597625558169
mahi ptn blk fish,Seafood,Seafood,0.46698977198265906
gloves vinyl size large grocery,Medical apparel and textiles,Industrial laundry and dry cleaning equipment,0.6170936454398183
fanta grape soda cans,Beverages,Canned or jarred fruit,0.668301192621034
jo turkey ham lb,Meat and poultry products,Frozen vegetables,0.5336635420639626
round black container w lids,Domestic kitchenware and kitchen supplies,Containers and storage,0.6057974661892325
merlot italian juice wine,Beverages,Dried fruit,0.636090935273671
fava beans frozen produce,Cereal and pulse products,Frozen vegetables,0.8237486107844862
salmon p s de salmon,Seafood,Seafood,0.5205924439002879
angus oz game meat,Prepared and preserved foods,Meat and poultry products,0.6179555364919006
organic cherries row fruits,Organic fresh fruits,Organic fresh fruits,0.8912815540898196
pizza self rising oz baking,Bread and bakery products,Bread and bakery products,0.688927607716518
jumbo sis peanuts oz snacks seeds chips bar,Nuts and seeds,Nuts and seeds,0.7191331474561634
oa ck salad,Seafood,Fresh vegetables,0.4759762813005334
dinner napkins,Domestic kitchenware and kitchen supplies,Bedclothes and table and kitchen linen and towels,0.6434159874380802
bc pot scallop,Prepared and preserved foods,Dried cut roses ,0.5442330565508197
kind pb whl grn cls crl,Prepared and preserved foods,Moldings,0.20111319412719839
baby clams,Seafood,Fresh vegetables,0.5693455548263127
shrimp tail shrimp,Seafood,Seafood,0.6739739166640626
milk almond original beverages,Beverages,Chocolate and sugars and sweeteners and confectionary products,0.7577771845541463
libbey oz hi ball glass paper non food items,Domestic kitchenware and kitchen supplies,Paper products,0.6421954653223623
carrots loose,Fresh vegetables,Dried vegetables,0.7366014391460416
pie marker wire cut supplies,Domestic kitchenware and kitchen supplies,Electrical wire management devices and accessories and supplies,0.6819300109559567
oyster ec great gun shellfish,Seafood,Seafood,0.6393728399871079
shrimp white t shrimp,Seafood,Seafood,0.6627051189428576
seedless watermelon ea,Fresh fruits,Pureed fruit,0.6341289086751853
larabar protein appl,Prepared and preserved foods,Chocolate and sugars and sweeteners and confectionary products,0.42409398327010067
ice crm vanilla food service frozen,Domestic kitchenware and kitchen supplies,Frozen fruit,0.7552165741811041
restaurant style tortilla chips oz bags,Prepared and preserved foods,Bread and bakery products,0.6786943488956957
sherry vinegar oil vinegar,Seasonings and preservatives,Dried vegetables,0.6673535846218352
Percentage correct on first: 26.875%
Percentage correct on second: 0.625%
Percentage incorrect: 72.5%
